1 on 1 Phlebotomy,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
Labcorp,5,64,,,"Lee County, Collier County",Florida,US,http://www.expressmobilephlebotomy.com/,(239) 322-6544,Blood testing service,https://www.google.com/maps/search/?api=1&query=Express%20Mobile%20Phlebotomy&query_place_id=ChIJZwQb1UAH24gRd9IUGsI3f4I
Labcorp,5,139,,,"Miami-Dade County, Broward County, Palm Beach County",Florida,US,http://www.smpofflorida.com/,(954) 675-1044,Laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJ91el61mk2YgRn-YpwiGXBEw
Labcorp,5,1,,,"Miami Dade County, Broward County",Florida,US,https://odmobilephlebotomy.com/,(347) 695-6261,Local medical services,https://www.google.com/maps/search/?api=1&query=On%20demand%20mobile%20phlebotomy&query_place_id=ChIJ2byQPrE2kIsRj83de15GGYE
Labcorp,,0,,,South Florida,Florida,US,https://preferredhomephlebotomy.com/,(561) 739-0915,Medical laboratory,https://www.google.com/maps/search/?api=1&query=preferred%20home%20phlebotomy%20-%20mobile%20phlebotomy&query_place_id=ChIJT525igs4km4RWFlHLS8f-lY
Labcorp,5,79,,,"Lake County, Osceola County, Polk Counties",Florida,US,https://sunshinemobilephlebotomy.com/,(689) 407-6243,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Sunshine%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJFWu0D7p73YgRfb7kk647fkA
Labcorp,5,24,,,South Florida,Florida,US,https://www.conciergemobilephlebotomy.com/,(954) 994-9869,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Concierge%20Mobile%20Phlebotomy&query_place_id=ChIJmXPt7RWtBmQRKbFMCANE9-k
Labcorp,5,11,,,"Miami-Dade County, Broward County, Palm Beach County",Florida,US,https://www.oasisphlebotomy.com/,(877) 735-3531,Blood testing service,https://www.google.com/maps/search/?api=1&query=Oasis%20Mobile%20Phlebotomy%20LLC.&query_place_id=ChIJKRL5Bz4A12QROUuuCl0j1ys
Labcorp,5,45,,,"Collier County, Lee County",Florida,US,https://www.phlebcares.com/,(239) 351-7389,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phleb%20Cares%20Mobile%20Phlebotomy%20%26%20IV%20Vitamin%20Therapy&query_place_id=ChIJUVCbaQoH24gRYPTwSgZmY04
Labcorp,,0,,,Southwest Florida,Florida,US,https://www.phlemobile.com/,(239) 571-0639,Blood testing service,https://www.google.com/maps/search/?api=1&query=Professional%20Mobile%20Phlebotomist%2C%20LLC&query_place_id=ChIJO5wjXt1Xq6URuKY_6j86DnQ
Labcorp,5,8,1445 Woodmont Ln NW suite 558,Atlanta,,Georgia,US,https://caringhandsphlebo.com/,(678) 603-4240,Laboratory,https://www.google.com/maps/search/?api=1&query=Caring%20Hands%20Mobile%20Phlebotomy&query_place_id=ChIJyZFLxBcZjggRPfCq2f8C8_c
Labcorp,5,5,4751 Best Rd Suite 400P,Atlanta,,Georgia,US,https://www.dmpservice.site/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9597214995333659934,(470) 829-0120,Laboratory,https://www.google.com/maps/search/?api=1&query=Divine%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ68_E0orj9IgR8-Fe-Ctu488
Labcorp,4.9,43,2400 Herodian Way Suite 220,Smyrna,,Georgia,US,https://allstixmobile.com/,(833) 500-1965,Blood testing service,https://www.google.com/maps/search/?api=1&query=ALLSTIX%20MOBILE%20PHLEBOTOMY%20SERVICES%2C%20LLC.&query_place_id=ChIJ3VCDw9U8g6QRCLgZiEJhMEw
Labcorp,3.9,10,301 Woodrow Wilson Dr,Valdosta,,Georgia,US,http://lifesouth.org/,(229) 219-1616,Blood donation center,https://www.google.com/maps/search/?api=1&query=Lifesouth%20Community%20Blood%20Centers&query_place_id=ChIJJ9Tc_iRn7ogRlo7cysRJ7CQ
Labcorp,4.8,72,900 N Nimitz Hwy Suite 202,Honolulu,,Hawaii,US,http://www.gohmtc.com/,(808) 392-3037,Medical school,https://www.google.com/maps/search/?api=1&query=Hawaii%20Medical%20Training%20Center%20-%20Honolulu&query_place_id=ChIJhzD7xT9kAHwRXMEmKLC1AHU
Labcorp,5,4,74 Kihapai Street,Kailua,,Hawaii,US,https://www.alohamobilephlebotomyllc.com/,(808) 829-8920,Home help service agency,https://www.google.com/maps/search/?api=1&query=Aloha%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJPzETO0YVAHwRBb-XiBcjUx4
Labcorp,5,12,,Kalaheo,,Hawaii,US,https://www.labexodus.com/,(808) 634-4298,Laboratory,https://www.google.com/maps/search/?api=1&query=Lab%20Exodus%20Mobile%20Phlebotomy%20Hawaii&query_place_id=ChIJ18XEZOVxUEcRyhKMWC1sTeU
Labcorp,2.2,29,8660 W Emerald St #102,Boise,,Idaho,US,http://www.interpathlab.com/,(208) 375-2350,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Interpath%20Laboratory%20Inc&query_place_id=ChIJzzRnAm5WrlQRPSnlztlH5f0
Labcorp,,0,305 E Jefferson St,Boise,,Idaho,US,https://www.stlukesonline.org/communities-and-locations/facilities/labs-and-imaging-centers/lab-services-at-idaho-elks-childrens-pavilion,(208) 706-5437,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Lab%20Services%20at%20Idaho%20Elks%20Children's%20Pavilion%3A%20Boise&query_place_id=ChIJreCK27n5rlQRwIizouRp9xo
Labcorp,4,148,1202 E Locust St,Emmett,,Idaho,US,http://www.valorhealth.org/,(208) 365-3561,Hospital,https://www.google.com/maps/search/?api=1&query=Valor%20Health&query_place_id=ChIJD9vsQosJr1QRmagF5riNLPU
Labcorp,3.8,18,520 S Eagle Rd,Meridian,,Idaho,US,https://www.stlukesonline.org/communities-and-locations/facilities/labs-and-imaging-centers/lab-services-at-st-lukes-meridian-medical-center,(208) 706-1536,Blood testing service,https://www.google.com/maps/search/?api=1&query=Lab%20Services%20at%20St.%20Luke's%20Meridian%20Medical%20Center&query_place_id=ChIJJxdByu5XrlQRNUg0dwZj0mU
Labcorp,5,14,3041 E Copper Point Dr,Meridian,,Idaho,US,https://www.stlukesonline.org/communities-and-locations/facilities/labs-and-imaging-centers/st-lukes-lab-services-meridian-e-copper-point-dr,(208) 706-9899,Blood testing service,https://www.google.com/maps/search/?api=1&query=St.%20Luke's%20Lab%20Services%3A%20Meridian%2C%20E.%20Copper%20Point%20Dr.&query_place_id=ChIJAfNBc8lRrlQRpISI5PEzBe0
Labcorp,4.2,29,525 Clearwater Loop,Post Falls,,Idaho,US,https://www.nic.edu/wtc/,(208) 769-3333,Trade school,https://www.google.com/maps/search/?api=1&query=North%20Idaho%20College%20Workforce%20Training%20Center&query_place_id=ChIJbTtoi9_cYVMR9NEcTAci_pw
Labcorp,5,31,,Chicago,,Illinois,US,http://flashdrivemobilelab.com/,(331) 725-2755,Laboratory,https://www.google.com/maps/search/?api=1&query=Flash%20Drive%20Mobile%20Phlebotomy&query_place_id=ChIJ8R9f22XvDogR28V5oVQu00s
Labcorp,5,3,,Chicago,,Illinois,US,,(708) 390-8066,Blood testing service,https://www.google.com/maps/search/?api=1&query=Lee%20%26%20Associates%20Mobile%20Phlebotomy%2C%20L.L.C.&query_place_id=ChIJ869nmMAbDogRTvmd9ddigHQ
Labcorp,5,1,722 W Exchange St,Crete,,Illinois,US,http://www.myviplabs.com/,(708) 852-3171,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VIP%20Labs&query_place_id=ChIJW8dxoPggcK0R0XFrKZQSkPA
Labcorp,4.6,5,360 Station Dr Suite 150,Crystal Lake,,Illinois,US,https://www.nm.org/locations/laboratory-services-crystal-lake?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_OTg5MDQxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(630) 933-2633,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwestern%20Medicine%20Laboratory%20Services%20Crystal%20Lake&query_place_id=ChIJk_L3oslyD4gRcBFPx-0tHcQ
Labcorp,5,1,3664 Congressional Pkwy,Elgin,,Illinois,US,,(224) 227-7675,Home health care service,https://www.google.com/maps/search/?api=1&query=Insurance%20Physical%20Services%20%2F%20In-Home%20Phlebotomy%20services&query_place_id=ChIJ95hwT1iqD4gRjTsaIBvaqyQ
Labcorp,,0,1 O'Plaine Rd,Gurnee,,Illinois,US,https://www.smobilep.com/contact,(872) 813-4712,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Stat%20Mobile%20Phlebotomy%20Laboratory&query_place_id=ChIJXb-bx2ySD4gRwUkLqsVMAjo
Labcorp,4.7,48,8077 W 95th St,Hickory Hills,,Illinois,US,http://www.stars-academy.net/,(708) 233-0590,Medical school,https://www.google.com/maps/search/?api=1&query=Stars%20Academy%20School%20Of%20Phlebotomy&query_place_id=ChIJkyTEhmo4DogRhnYVkOVEeAA
Labcorp,5,17,1780 Green Bay Rd Ste 205,Highland Park,,Illinois,US,https://g.page/r/Ce6o8dUQCnMFEAg/review,(847) 474-5391,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Trilab%20Health%20-%20Diagnostics&query_place_id=ChIJfUf1EJ_BD4gR7qjx1RAKcwU
Labcorp,4,8,"Medical Office, 10350 Haligus Rd Building 1",Huntley,,Illinois,US,https://www.nm.org/locations/huntley-hospital-laboratory-services?utm_source=yext&utm_medium=other+location&utm_campaign=online+listings&y_source=1_OTg5MDM4NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(630) 933-2633,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwestern%20Medicine%20Laboratory%20Services%20Huntley&query_place_id=ChIJz98Bb4cTD4gR6bqkC6TGkyE
Labcorp,4.7,7,4302 W Crystal Lake Rd Unit B,McHenry,,Illinois,US,http://www.nicl.com/,(815) 578-1547,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NICL%20Laboratories%20-%20McHenry&query_place_id=ChIJEz2kQG1xD4gRzP-Yyuhy1xY
Labcorp,3.8,17,306 Era Dr,Northbrook,,Illinois,US,http://nicl.com/,(847) 509-9779,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NICL%20Laboratories&query_place_id=ChIJg-QJJka_D4gRQlIQfIvtDlU
Labcorp,5,1,10716 S Roberts Rd,Palos Hills,,Illinois,US,http://statlabinc.com/,(708) 608-8948,Medical laboratory,https://www.google.com/maps/search/?api=1&query=STAT%20LABORATORY&query_place_id=ChIJi75Bhf84DogRKjfnLraQldU
Labcorp,4.5,80,500 W North St,Springfield,,Illinois,US,http://veinpirellc.com/,(866) 503-3443,Vocational school,https://www.google.com/maps/search/?api=1&query=Veinpire%2C%20Mobile%20Phlebotomy%20Services%20%26%20Training&query_place_id=ChIJoT8qmUw5dYgRLj1ySI4OQIs
Labcorp at Providence The Oregon Clinic,4.3,6,2835 Belvidere Rd Suit 112,Waukegan,,Illinois,US,http://www.smobilep.com/,(872) 813-4712,Laboratory,https://www.google.com/maps/search/?api=1&query=STAT%20MOBILE%20PHLEBOTOMY%20AND%20LABORATORY%20LLC&query_place_id=ChIJF8DbQOOTD4gR5ldbP0J6l1o
Labcorp at Walgreens,5,30,,,,Illinois,US,https://www.homedrawmobile.com/,(630) 277-9456,Laboratory,https://www.google.com/maps/search/?api=1&query=Home%20Draw%20Mobile%20Phlebotomy&query_place_id=ChIJIb896VXvDogRt-oQDQWlCII
Labdraw Express,,0,10204 Lantern Rd,Fishers,,Indiana,US,https://www.americanhealthassociates.com/,(800) 522-7556,Medical laboratory,https://www.google.com/maps/search/?api=1&query=American%20Health%20Associates&query_place_id=ChIJT1lTrUqzFIgRVGJL9pBhhW0
"LabLife Phlebotomy Services,LLC",5,6,3212 Mallard Cove Ln suite d,Fort Wayne,,Indiana,US,https://www.healthiswealthmobile.com/,(260) 999-3387,Blood testing service,https://www.google.com/maps/search/?api=1&query=HEALTH%20IS%20WEALTH%20MOBILE%20PHLEBOTOMY%20LLC&query_place_id=ChIJjcv9s8bnFYgRdKnaj3r4eXw
Laboratory | Beverly Hospital,5,10,607 S Lake St,Gary,,Indiana,US,https://lablifephlebotomy.com/,(219) 285-1522,Medical laboratory,https://www.google.com/maps/search/?api=1&query=LabLife%20Phlebotomy%20Services%2CLLC&query_place_id=ChIJn5HtBinBEYgRc4_3WWjY7d4
Laboratory Services Mountain View - El Camino Health,,0,814 Main St,Benton,,Kentucky,US,,(270) 205-5008,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20phlebotomy%20plus%20LLC&query_place_id=ChIJVVVFDmNDeogRy_Ww-6U0EOo
Laboratory/Pathology Services,,0,100 Medical Center Dr Suite 103,Hazard,,Kentucky,US,https://providers.arh.org/location/Hazard%20ARH%20Lab/LOC0000132790?utm_source=gbp&utm_medium=yext,(606) 439-6666,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Hazard%20ARH%20Lab&query_place_id=ChIJT5VnU1HHRIgRGi8QAaJc88c
Labs2You Mobile Phlebotomy,4.8,23,910 Wallace Ave,Leitchfield,,Kentucky,US,https://www.owensborohealth.org/locations/ohmg-profile/owensboro-health-twin-lakes-medical-center-laboratory-services?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,(270) 259-9496,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Owensboro%20Health%20Twin%20Lakes%20Medical%20Center%20Laboratory%20Services&query_place_id=ChIJc1QFGX1Nb4gRNXjiLALxAlI
Lacasse Phlebotomy Services,,0,1795 Alysheba Way UNIT 1003,Lexington,,Kentucky,US,http://www.appslive.com/,(859) 554-5006,Home health care service,https://www.google.com/maps/search/?api=1&query=APPS%20Paramedical%20of%20Lexington&query_place_id=ChIJk50IMT1PQogRsiOkpLKV0OM
"LB Diagnostic Laboratory, LLC",2.7,40,1000 Monarch St Ste 180,Lexington,,Kentucky,US,https://locations.labcorp.com/ky/lexington/20767/,(859) 277-9561,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJOSvGLS1DQogRcuAaS044Y4E
"Lee & Associates Mobile Phlebotomy, L.L.C.",3.3,68,1169 Eastern Pkwy Ste 2343,Louisville,,Kentucky,US,https://locations.questdiagnostics.com/ky/louisville/1169-eastern-pkwy,(502) 263-3068,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJbyMDmicNaYgRDc-lJcTkLng
Legacy Laboratory Services - Good Samaritan Building 3 Patient Service Center,,0,,"Louisville, Lexington, Bowling Green",,Kentucky,US,https://www.mainveinky.com/,(502) 354-3359,Local medical services,https://www.google.com/maps/search/?api=1&query=Main%20Vein%20Mobile%20Phlebotomy&query_place_id=ChIJeUJgSgMa5IkR8D9zHoMb5yA
Lifeline Blood Services,,0,,Mayfield,,Kentucky,US,,,,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Plus%20Lab%20Services&query_place_id=ChIJm-Qa7dAxeogR3SkvT4QYoDk
LifeShare Blood Center,5,1,1532 Lone Oak Rd,Paducah,,Kentucky,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-lourdes-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(270) 444-2148,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Lourdes%20Lab%20Services&query_place_id=ChIJa14cqWUbeogRRDRdkqJxsjQ
Lifesouth Community Blood Center,4.5,2,225 Medical Center Dr Suite 201A,Paducah,,Kentucky,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-paducah-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(270) 444-4252,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Paducah%20Lab%20Services&query_place_id=ChIJRx-vy-YbeogRZ-xgwveHzzg
Lifesouth Community Blood Center,,0,5000 KY-321 Suite 102,Prestonsburg,,Kentucky,US,https://providers.arh.org/location/Highlands%20ARH%20Lab/LOC0000132805?utm_source=gbp&utm_medium=yext,(606) 886-7775,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Highlands%20ARH%20Lab&query_place_id=ChIJfzl3UwwHRYgRho1zaUJUv1g
Lifesouth Community Blood Centers,4.6,67,630 University Shopping Center,Richmond,,Kentucky,US,https://medicalcareerandtechnicalcollege.edu/google/,(859) 624-1988,Medical school,https://www.google.com/maps/search/?api=1&query=Medical%20Career%20%26%20Technical%20College&query_place_id=ChIJGY_Y8wYCQ4gRpKE9qm542eY
Lighthouse Lab Services,,0,2626 Charles Dr Suite C,Chalmette,,Louisiana,US,,(504) 516-3645,Laboratory,https://www.google.com/maps/search/?api=1&query=One%20Stick%20That's%20It%20Lab&query_place_id=ChIJGeNB9a4dnogR5ikRjxt1pBo
Lincoln Reference Laboratory,,0,205 Holiday Blvd,Covington,,Louisiana,US,https://www.accurateaffordablemobilelabs.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=18200922164796355534,(800) 376-1401,Local medical services,https://www.google.com/maps/search/?api=1&query=Accurate%20Affordable%20Mobile%20Lab&query_place_id=ChIJDRVAnXRdJ4YRpIXFgg7TiR0
Lite Touch Mobile Phlebotomy Services,5,1,1901 Manhattan Blvd Building D #3622,Harvey,,Louisiana,US,http://www.themobilephlebotomist.com/,(504) 901-1017,Home health care service,https://www.google.com/maps/search/?api=1&query=The%20Mobile%20Phlebotomist%20Health%20and%20Wellness%20Testing&query_place_id=ChIJqbLv5canIIYR6OOzYelYFjw
Lord of the Veins Mobile Phlebotomy and Diagnostics LLC,5,2,"Medical Atrium Building, #103",Houma,,Louisiana,US,https://www.tghealthsystem.com/clinics/outpatient-laboratory/,(985) 873-4039,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Terrebonne%20General%20Outpatient%20Laboratory&query_place_id=ChIJEcDNeEYFIYYRO5TmbvoxZCE
Main Vein Mobile Phlebotomy,5,4,2015 W Airline Hwy,Laplace,,Louisiana,US,http://angelsphlebotomy.com/,(504) 356-2207,Laboratory,https://www.google.com/maps/search/?api=1&query=Angels%20Phlebotomy%20Mobile%20Lab&query_place_id=ChIJI-UhIkTTIIYR_QUiuIKb4DM
Mama Love's Mobile Phlebotomy & EKG Services LLC,,0,4657 Westbank Expy,Marrero,,Louisiana,US,https://allimacmobilelab.com/contact-us,(504) 516-5988,,https://www.google.com/maps/search/?api=1&query=Allimac%20Mobile%20Phlebotomy%20Lab&query_place_id=ChIJ__-P_G2kIIYRgZVWywRmQzU
Mariposa Mobile Phlebotomy,,0,1 Galleria Blvd Suite 1900,Metairie,,Louisiana,US,http://www.veintasticskillz.com/,(504) 345-6009,Home health care service,https://www.google.com/maps/search/?api=1&query=Veintastic%20Skillz%2C%20LLC&query_place_id=ChIJX3d4fq2qSgYRXaawfSD1R5Y
Mariposa mobile phlebotomy,4.6,139,3530 Houma Blvd Suite 300,Metairie,,Louisiana,US,https://www.jencaremed.com/find-a-location/new-orleans-louisiana/metairie/?utm_source=google&utm_medium=organic&utm_campaign=chenmed_local_listing&utm_content=gbp_metairie&y_source=1_Mzk0OTU3NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(504) 264-5142,Medical clinic,https://www.google.com/maps/search/?api=1&query=JenCare%20Senior%20Medical%20Center&query_place_id=ChIJHcwMX1qwIIYR1lE-0Sp4tG8
Marketlab,,0,,New Orleans,,Louisiana,US,http://onesticknola.com/,(504) 517-2422,Laboratory,https://www.google.com/maps/search/?api=1&query=One%20Stick%20That's%20It%20Mobile%20Phlebotomy&query_place_id=ChIJdXDwB04BUwMRXre2tl_fQVg
Mass Mobile Phlebotomy Services LLC,2.5,35,3525 Prytania St,New Orleans,,Louisiana,US,https://locations.labcorp.com/la/new-orleans/31552/,(504) 525-8033,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJh5l-h-elIIYRtT5McbwNK6w
Massey Mobile Phlebotomy Service LLC.,4.5,2,,New Orleans,,Louisiana,US,https://mobilephlebotomistneworleans.com/,(504) 490-3561,Laboratory,https://www.google.com/maps/search/?api=1&query=Stick%20And%20Draw%20Mobile%20Phlebotomy&query_place_id=ChIJffjmRFXXFaQRb7u458vgVb0
Mays Mobile Phlebotomy Services,,0,10555 Lake Forest Blvd Ste 3g Bldg B,New Orleans,,Louisiana,US,,(888) 879-1492,Public educational institution,https://www.google.com/maps/search/?api=1&query=Impressive%20Healthcare%20Training%20%26%20Laboratory%20Services&query_place_id=ChIJy0tcO3sCnogR8eBYVQcPwAc
Med-Cert Training Center,4.7,22,1927 Corporate Square Dr,Slidell,,Louisiana,US,http://www.fleurdelislabs.com/,(985) 635-4585,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Fleur%20De%20Lis%20Labs&query_place_id=ChIJN_w2ZfjnnYgRfLdZiO0CkCk
MedFusion Inkk,5,1,"Children's at North, 500 Faunce Corner Road Boston, North",Dartmouth,,MA,US,https://www.childrenshospital.org/patient-resources/your-visit,(781) 216-2400,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phlebotomy%20Lab%20at%20North%20Dartmouth&query_place_id=ChIJuZOTesPl5IkRpoo90oQ8HVY
Medi Check Direct,4.8,22,77 Sewall St Unit 1001,Augusta,,Maine,US,http://lacassephlebotomyservices.com/,(207) 492-3005,Home health care service,https://www.google.com/maps/search/?api=1&query=Lacasse%20Phlebotomy%20Services&query_place_id=ChIJTSLwIvv7rUwR9k7fRKEmUvA
Medical Career & Technical College,3,16,22 Bramhall St,Portland,,Maine,US,https://www.mainehealth.org/Locations/NorDx/NorDx-Portland-Congress,(800) 773-5814,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NorDx&query_place_id=ChIJc1lr0wicskwRrYuOcO9eLuI
Medical Mobile Services,3,50,100 Campus Dr #126,Scarborough,,Maine,US,https://www.mainehealth.org/Locations/NorDx/NorDx-Scarborough-Campus-Dr,(207) 396-7980,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NorDx&query_place_id=ChIJgfHm2rafskwRlW3B_Av6qAg
MedStar Health Pathology and Lab Center at MedStar St. Mary's Hospital,2.4,45,6501 Baltimore National Pike D,Catonsville,,Maryland,US,https://locations.labcorp.com/md/catonsville/39750/,(667) 234-8780,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJHc-yBUQfyIkRx2KVpaDr2YI
Meraki Exclusive Phlebotomy Mobile Service,5,6,5602 Baltimore National Pike,Catonsville,,Maryland,US,https://www.mindfulpracticephlebotomy.com/contact,(443) 531-0226,Vocational school,https://www.google.com/maps/search/?api=1&query=Mindful%20Practice%20Phlebotomy&query_place_id=ChIJq6o6QRscyIkR5R1Sj0BmQ3w
