title,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
"Veintastic Skillz, LLC",,0,1 Galleria Blvd Suite 1900,Metairie,,Louisiana,US,http://www.veintasticskillz.com/,(504) 345-6009,Home health care service,https://www.google.com/maps/search/?api=1&query=Veintastic%20Skillz%2C%20LLC&query_place_id=ChIJX3d4fq2qSgYRXaawfSD1R5Y
Accurate Affordable Mobile Lab,,0,205 Holiday Blvd,Covington,,Louisiana,US,https://www.accurateaffordablemobilelabs.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=18200922164796355534,(800) 376-1401,Local medical services,https://www.google.com/maps/search/?api=1&query=Accurate%20Affordable%20Mobile%20Lab&query_place_id=ChIJDRVAnXRdJ4YRpIXFgg7TiR0
Fleur De Lis Labs,4.7,22,1927 Corporate Square Dr,Slidell,,Louisiana,US,http://www.fleurdelislabs.com/,(985) 635-4585,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Fleur%20De%20Lis%20Labs&query_place_id=ChIJN_w2ZfjnnYgRfLdZiO0CkCk
JenCare Senior Medical Center,4.6,139,3530 Houma Blvd Suite 300,Metairie,,Louisiana,US,https://www.jencaremed.com/find-a-location/new-orleans-louisiana/metairie/?utm_source=google&utm_medium=organic&utm_campaign=chenmed_local_listing&utm_content=gbp_metairie&y_source=1_Mzk0OTU3NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(504) 264-5142,Medical clinic,https://www.google.com/maps/search/?api=1&query=JenCare%20Senior%20Medical%20Center&query_place_id=ChIJHcwMX1qwIIYR1lE-0Sp4tG8
Allimac Mobile Phlebotomy Lab,,0,4657 Westbank Expy,Marrero,,Louisiana,US,https://allimacmobilelab.com/contact-us,(504) 516-5988,,https://www.google.com/maps/search/?api=1&query=Allimac%20Mobile%20Phlebotomy%20Lab&query_place_id=ChIJ__-P_G2kIIYRgZVWywRmQzU
Impressive Healthcare Training & Laboratory Services,,0,10555 Lake Forest Blvd Ste 3g Bldg B,New Orleans,,Louisiana,US,,(888) 879-1492,Public educational institution,https://www.google.com/maps/search/?api=1&query=Impressive%20Healthcare%20Training%20%26%20Laboratory%20Services&query_place_id=ChIJy0tcO3sCnogR8eBYVQcPwAc
Terrebonne General Outpatient Laboratory,5,2,"Medical Atrium Building, #103",Houma,,Louisiana,US,https://www.tghealthsystem.com/clinics/outpatient-laboratory/,(985) 873-4039,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Terrebonne%20General%20Outpatient%20Laboratory&query_place_id=ChIJEcDNeEYFIYYRO5TmbvoxZCE
Labcorp,2.5,35,3525 Prytania St,New Orleans,,Louisiana,US,https://locations.labcorp.com/la/new-orleans/31552/,(504) 525-8033,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJh5l-h-elIIYRtT5McbwNK6w
Phlebotomy Lab at North Dartmouth,5,1,"Children's at North, 500 Faunce Corner Road Boston, North",Dartmouth,,MA,US,https://www.childrenshospital.org/patient-resources/your-visit,(781) 216-2400,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phlebotomy%20Lab%20at%20North%20Dartmouth&query_place_id=ChIJuZOTesPl5IkRpoo90oQ8HVY
NorDx,3,50,100 Campus Dr #126,Scarborough,,Maine,US,https://www.mainehealth.org/Locations/NorDx/NorDx-Scarborough-Campus-Dr,(207) 396-7980,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NorDx&query_place_id=ChIJgfHm2rafskwRlW3B_Av6qAg
Lacasse Phlebotomy Services,4.8,22,77 Sewall St Unit 1001,Augusta,,Maine,US,http://lacassephlebotomyservices.com/,(207) 492-3005,Home health care service,https://www.google.com/maps/search/?api=1&query=Lacasse%20Phlebotomy%20Services&query_place_id=ChIJTSLwIvv7rUwR9k7fRKEmUvA
NorDx,3,16,22 Bramhall St,Portland,,Maine,US,https://www.mainehealth.org/Locations/NorDx/NorDx-Portland-Congress,(800) 773-5814,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NorDx&query_place_id=ChIJc1lr0wicskwRrYuOcO9eLuI
"Mobile Phlebotomy Heroes, LLC",5,8,7310 Ritchie Hwy Suite 200,Glen Burnie,,Maryland,US,https://www.mobilephlebotomyheroes.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4474247327471262685,(667) 228-2835,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Heroes%2C%20LLC&query_place_id=ChIJefTI91f9t4kRdHI9lPbFP8o
A & N Medical Mobile phlebotomy Services,5,32,14504 Greenview Dr #205,Laurel,,Maryland,US,http://www.anmphleb2021.wixsite.com/website,(202) 525-6015,Medical laboratory,https://www.google.com/maps/search/?api=1&query=A%20%26%20N%20Medical%20Mobile%20phlebotomy%20Services&query_place_id=ChIJW8r7S77dt4kRcwU5v6-QojY
HarmoniCare Mobile Phlebotmy Services,5,1,1410 Crain Hwy N #3b,Glen Burnie,,Maryland,US,http://harmonicarellc.com/,(410) 969-5227,Medical laboratory,https://www.google.com/maps/search/?api=1&query=HarmoniCare%20Mobile%20Phlebotmy%20Services&query_place_id=ChIJgamSi5n9t4kRfIaA20mgL8o
Mindful Practice Phlebotomy,5,6,5602 Baltimore National Pike,Catonsville,,Maryland,US,https://www.mindfulpracticephlebotomy.com/contact,(443) 531-0226,Vocational school,https://www.google.com/maps/search/?api=1&query=Mindful%20Practice%20Phlebotomy&query_place_id=ChIJq6o6QRscyIkR5R1Sj0BmQ3w
Labcorp,2.4,45,6501 Baltimore National Pike D,Catonsville,,Maryland,US,https://locations.labcorp.com/md/catonsville/39750/,(667) 234-8780,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJHc-yBUQfyIkRx2KVpaDr2YI
MedStar Health Pathology and Lab Center at MedStar St. Mary's Hospital,2.3,7,23000 Moakley St #205,Leonardtown,,Maryland,US,https://www.medstarhealth.org/services/pathology-and-laboratory-medicine,(301) 475-2494,Medical laboratory,https://www.google.com/maps/search/?api=1&query=MedStar%20Health%20Pathology%20and%20Lab%20Center%20at%20MedStar%20St.%20Mary's%20Hospital&query_place_id=ChIJLcNXGABmt4kRr1zfCX9R4cw
Diagnostic Center and Laboratory Medicine at GBMC,4.4,7,6701 MD-139 #3100,Towson,,Maryland,US,https://www.gbmc.org/diagnostic-lab,(443) 849-2213,Medical clinic,https://www.google.com/maps/search/?api=1&query=Diagnostic%20Center%20and%20Laboratory%20Medicine%20at%20GBMC&query_place_id=ChIJ64tzRZgPyIkRSbQi0a95Cps
"CMAG Health Solutions, LLC",5,1,11155 Dolfield Blvd Suite 110,Owings Mills,,Maryland,US,https://www.cmaghealth.com/,(410) 517-2624,Home health care service,https://www.google.com/maps/search/?api=1&query=CMAG%20Health%20Solutions%2C%20LLC&query_place_id=ChIJaQT8JXgXyIkRtkVdvkkKQVg
Labcorp,2.8,63,1125 Opal Ct,Hagerstown,,Maryland,US,https://locations.labcorp.com/md/hagerstown/31265/,(301) 791-2428,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJq6qqqhXtyYkRhon8lR0vCq8
Labcorp,3.2,80,11055 Little Patuxent Pkwy #210,Columbia,,Maryland,US,https://locations.labcorp.com/md/columbia/27869/,(410) 730-7387,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJGx4RhRLft4kRKYSf3AAymcM
Labcorp,3.2,65,10084 Reisterstown Rd,Owings Mills,,Maryland,US,https://locations.labcorp.com/md/owings-mills/34881/,(410) 994-8871,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ_T9glYEXyIkR3pj2C8cI380
Labcorp,2.9,111,4 E Rolling Crossroads #15,Woodlawn,,Maryland,US,https://locations.labcorp.com/md/catonsville/20709/,(410) 869-4745,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJafIsIUsZyIkRY4Uqdrb0rF4
Labcorp,2.7,115,6820 Hospital Dr Ste 301,Rosedale,,Maryland,US,https://locations.labcorp.com/md/rosedale/27225/,(410) 391-5296,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJdcb_s-YHyIkRNTlDnPCkQ0E
Emerson Health Lab - Concord,3.7,3,"Emerson Hospital Medical Office Building, 131 Old Rd to 9 Acre Corner",Concord,,Massachusetts,US,https://emersonhealth.org/locations/emerson-health-lab-at-emerson-hospital/,(978) 287-3366,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Emerson%20Health%20Lab%20-%20Concord&query_place_id=ChIJNflVbCab44kRjcldNMKdqR4
Laboratory | Beverly Hospital,3.5,4,85 Herrick St,Beverly,,Massachusetts,US,https://beverlyhospital.org/services/laboratory,(978) 922-3000 ext. 6009,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Laboratory%20%7C%20Beverly%20Hospital&query_place_id=ChIJhaWqgZMW44kRPl-_FPFtt9c
"Paris Paramedical Services, LLC",4.5,8,800 W Cummings Park # 5225,Woburn,,Massachusetts,US,https://www.parisparamedicalservices.com/,(603) 897-9277,Drug testing service,https://www.google.com/maps/search/?api=1&query=Paris%20Paramedical%20Services%2C%20LLC&query_place_id=ChIJK-jotTp144kRsm7DJhEq0Cg
Salem Hospital Laboratory,4.3,6,81 Highland Ave,Salem,,Massachusetts,US,https://www.massgeneralbrigham.org/en/patient-care/services-and-specialties/locations/salem-hospital-blood-draw-lab-north-shore-physicians-group-hospital-main-campus,(978) 354-4497,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Salem%20Hospital%20Laboratory&query_place_id=ChIJhyVtu0A04ocRJScRZCUKnI8
Vital Draws,,0,100 Cummings Center Suite 207P,Beverly,,Massachusetts,US,https://www.vitaldraws.com/,(978) 702-3818,Home health care service,https://www.google.com/maps/search/?api=1&query=Vital%20Draws&query_place_id=ChIJFXAKXkcX44kRmj7PN1Q73fM
Phlebotomy Lab | Boston Children's Hospital,,0,"Children's Hospital, 300 Longwood Ave",Boston,,Massachusetts,US,https://www.childrenshospital.org/departments/laboratory-medicine,(617) 355-5618,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phlebotomy%20Lab%20%7C%20Boston%20Children's%20Hospital&query_place_id=ChIJRYJGLFV544kRlopZoiGCeM8
Beyond Mobile Health Inc.,5,9,361 Newbury St #450,Boston,,Massachusetts,US,http://www.beyondmobilehealth.com/,(857) 557-7197,Home health care service,https://www.google.com/maps/search/?api=1&query=Beyond%20Mobile%20Health%20Inc.&query_place_id=ChIJDR5as0t744kRnOnKy2d8U2U
Mass Mobile Phlebotomy Services LLC,4.1,13,361 Newbury St,Boston,,Massachusetts,US,http://www.beyondmobilehealth.com/,(857) 557-7197,Home health care service,https://www.google.com/maps/search/?api=1&query=Mass%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJS5njn6J944kRAoWpSsn8w8g
"Global ProLab, Inc.",4.6,9,21 Vesey Rd,Randolph,,Massachusetts,US,http://www.globalprolab.com/,(781) 885-0742,Blood testing service,https://www.google.com/maps/search/?api=1&query=Global%20ProLab%2C%20Inc.&query_place_id=ChIJG_eGTPKD5IkRH0-lVHnAJls
Quest Diagnostics,4.1,29,710 MA-28,Harwich Port,,Massachusetts,US,https://locations.questdiagnostics.com/ma/harwich-port/710-route-28,(508) 514-1966,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJmbD4ggY_-4kRtx3j2AU_JxE
Mildred Elley - Pittsfield Campus,4.1,34,100 West St,Pittsfield,,Massachusetts,US,https://www.mildred-elley.edu/campus/pittsfield/,(413) 358-4846,Medical school,https://www.google.com/maps/search/?api=1&query=Mildred%20Elley%20-%20Pittsfield%20Campus&query_place_id=ChIJ7f6gp0VO54kRPCoSZ-gJew4
Pinnacle Mobile Phlebotomy,5,28,27620 Farmington Rd b2,Farmington Hills,,Michigan,US,http://www.thephlebotomist.net/,(877) 678-9551,Laboratory,https://www.google.com/maps/search/?api=1&query=Pinnacle%20Mobile%20Phlebotomy&query_place_id=ChIJ-xt6LYuwJIgRWYQem5co0_g
Compassionate Touch Lab Services,5,15,21225 Kelly Rd unit 5F,Eastpointe,,Michigan,US,http://www.compassionatetouchlab.com/,(586) 328-7287,Laboratory,https://www.google.com/maps/search/?api=1&query=Compassionate%20Touch%20Lab%20Services&query_place_id=ChIJ3bGT0cvXJIgRNJ_T9oBRN_0
1 on 1 Phlebotomy,5,8,3200 Greenfield Rd,Dearborn,,Michigan,US,http://www.phlebotomyus.net/,(888) 509-8917,Laboratory,https://www.google.com/maps/search/?api=1&query=1%20on%201%20Phlebotomy&query_place_id=ChIJt2cKgM-vgocRsWT4P7DeR6M
Corewell Health Beaumont Grosse Pointe Hospital Laboratory - 16815 E Jefferson Ave,3.9,9,16815 E Jefferson Ave,Grosse Pointe,,Michigan,US,https://www.beaumont.org/locations/laboratory-grosse-pointe?utm_source=GoogleBusiness&utm_content=Homepage,(313) 473-1637,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Corewell%20Health%20Beaumont%20Grosse%20Pointe%20Hospital%20Laboratory%20-%2016815%20E%20Jefferson%20Ave&query_place_id=ChIJP_nmGY_VJIgRYAwdKA-lvcc
Corewell Health Beaumont Troy Hospital Laboratory - 44250 Dequindre Rd,3.5,53,44250 Dequindre Rd First floor,Sterling Heights,,Michigan,US,https://www.beaumont.org/locations/laboratory-sterling-heights-medical-park?utm_source=GoogleBusiness&utm_content=Homepage,(248) 964-6123,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Corewell%20Health%20Beaumont%20Troy%20Hospital%20Laboratory%20-%2044250%20Dequindre%20Rd&query_place_id=ChIJtfobEjnDJIgR3hWq3e6qCuo
Corewell Health William Beaumont University Hospital Laboratory - 4949 Coolidge Hwy,3.5,11,4949 Coolidge Hwy,Royal Oak,,Michigan,US,https://www.beaumont.org/locations/laboratory-health-wellness-center-coolidge?utm_source=GoogleBusiness&utm_content=Homepage,(248) 655-3088,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Corewell%20Health%20William%20Beaumont%20University%20Hospital%20Laboratory%20-%204949%20Coolidge%20Hwy&query_place_id=ChIJS7T_GdfHJIgRZnnvt_ZzeMY
Corewell Health Beaumont Troy Hospital Laboratory - Lake Orion,3.3,40,1455 S Lapeer Rd # 122,Orion Township,,Michigan,US,https://www.beaumont.org/locations/laboratory-medical-center-lake-orion?utm_source=GoogleBusiness&utm_content=Homepage,(248) 656-4390,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Corewell%20Health%20Beaumont%20Troy%20Hospital%20Laboratory%20-%20Lake%20Orion&query_place_id=ChIJPdalTOXtJIgRP-N4P4qJh7k
One-Stop Screenings LLC,4.8,50,36358 Garfield Rd Suite 3,Clinton Township,,Michigan,US,https://one-stopscreenings.com/,(586) 350-0900,Blood testing service,https://www.google.com/maps/search/?api=1&query=One-Stop%20Screenings%20LLC&query_place_id=ChIJH4iQCIPZJIgR5I5hyNSsLts
"Mobile Phlebotomy Service Corporation,MPS",,0,9132 Norconk Rd,Bear Lake,,Michigan,US,,(231) 299-7928,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Service%20Corporation%2CMPS&query_place_id=ChIJSdvpqD8dR0ARfm2NStwOy_g
Marketlab,5,1,6850 Southbelt Dr,Caledonia,,Michigan,US,https://www.marketlab.com/,(866) 237-3722,Medical supply store,https://www.google.com/maps/search/?api=1&query=Marketlab&query_place_id=ChIJo6JefOlLGIgR00BONjkauvw
"MPCM Services, Mobile Phlebotomy of Central Michigan",5,1,139 N Midland St,Merrill,,Michigan,US,http://mpcmservices.com/,(989) 715-2050,Blood testing service,https://www.google.com/maps/search/?api=1&query=MPCM%20Services%2C%20Mobile%20Phlebotomy%20of%20Central%20Michigan&query_place_id=ChIJbf6Q9hw0IogRglHztzY393o
Munson Laboratories at Grand Traverse Commerce Centre,3.3,40,3287 W South Airport Rd,Traverse City,,Michigan,US,https://www.munsonhealthcare.org/locations/location-details?practice=81,(231) 392-0380,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Munson%20Laboratories%20at%20Grand%20Traverse%20Commerce%20Centre&query_place_id=ChIJkRbXUKgzHogR6HJnIZkRrQE
Versiti Blood Center of Michigan,4.6,33,2575 Aero-Park Dr,Traverse City,,Michigan,US,https://www.versiti.org/blood-donation-locations/michigan/traverse-city-blood-donation-center?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_content=Yext,(866) 642-5663,Blood bank,https://www.google.com/maps/search/?api=1&query=Versiti%20Blood%20Center%20of%20Michigan&query_place_id=ChIJH0L7egzNH4gRz6wwSUQ4Rrk
Mobile Phlebotomist,5,2,7420 Unity Ave N,Brooklyn Park,,Minnesota,US,,(763) 445-9800,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomist&query_place_id=ChIJ5aOar7A7s1IR6YzsH8miXdE
KinnRidge Mobile Phlebotomy,5,4,9975 Valley View Rd suite f,Eden Prairie,,Minnesota,US,https://www.kinnridgemobilephlebotomy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2909033922330665337,(612) 361-1381,Medical laboratory,https://www.google.com/maps/search/?api=1&query=KinnRidge%20Mobile%20Phlebotomy&query_place_id=ChIJ1avVWv0j9ocRIrzswR4Tedk
Pascagoula Hospital Outpatient Lab,5,1,2809 Denny Ave,Pascagoula,,Mississippi,US,https://singingriverhealthsystem.com/locations/pascagoula-hospital-outpatient-lab/?utm_source=gbp,(228) 809-5166,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Pascagoula%20Hospital%20Outpatient%20Lab&query_place_id=ChIJnz4fNDDpm4gRAX0jI-uda0g
"Vital Hearts, LLC",5,312,731 S Pear Orchard Rd #8,Ridgeland,,Mississippi,US,https://www.vitalheartsllc.org/,(601) 473-1950,Vocational school,https://www.google.com/maps/search/?api=1&query=Vital%20Hearts%2C%20LLC&query_place_id=ChIJheIeL9bRKYYRuphd8DGvnkQ
MedFusion Inkk,1,1,321 S Main St,Forest,,Mississippi,US,https://www.medfusioninkk.com/,(601) 564-7141,Medical laboratory,https://www.google.com/maps/search/?api=1&query=MedFusion%20Inkk&query_place_id=ChIJj-p-kU9XgogRd-k6WBQTyII
MobiMed Plus,,0,12320 Ashley Dr d,Gulfport,,Mississippi,US,https://www.mobimedplus.com/,(228) 609-9752,Drug testing service,https://www.google.com/maps/search/?api=1&query=MobiMed%20Plus&query_place_id=ChIJkX-CvZoXnIgR9IKkKbuEnwA
"On the Road Labs, LLC",5,42,D'Iberville Blvd,D'Iberville,,Mississippi,US,http://www.ontheroadlabs.com/,(757) 726-7950,Laboratory,https://www.google.com/maps/search/?api=1&query=On%20the%20Road%20Labs%2C%20LLC&query_place_id=ChIJATrX1ZZc_q0R4LOflIaKc_4
Needles On The Go Mobile Phlebotomy,5,2,10001 E 67th St Suite 101,Raytown,,Missouri,US,http://www.needlesonthego.com/,(816) 616-8060,Laboratory,https://www.google.com/maps/search/?api=1&query=Needles%20On%20The%20Go%20Mobile%20Phlebotomy&query_place_id=ChIJt1SkQczjwIcRPr0gpeFy6aI
Tender Sticks Mobile Phlebotomy Service LLC,5,1,200 NE Missouri Rd Suit 200,Lee's Summit,,Missouri,US,http://www.tendersticks.com/,(816) 542-0900,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Tender%20Sticks%20Mobile%20Phlebotomy%20Service%20LLC&query_place_id=ChIJsYaTRZgfwYcR7LkmIEL3Tzw
Kansas City School of Phlebotomy,4.7,267,2838 Warwick Trfy,Kansas City,,Missouri,US,http://www.kcphleb.com/,(816) 974-8823,Adult education school,https://www.google.com/maps/search/?api=1&query=Kansas%20City%20School%20of%20Phlebotomy&query_place_id=ChIJowyiSj3wwIcR3G9mKuX6luU
Caresticks Mobile Phlebotomy,5,40,547 Grand Blvd,Kansas City,,Missouri,US,http://www.caresticks.com/,(816) 295-2795,Home health care service,https://www.google.com/maps/search/?api=1&query=Caresticks%20Mobile%20Phlebotomy&query_place_id=ChIJXVhSo_nxwIcRvyvzuQxAFxI
Massey Mobile Phlebotomy Service LLC.,5,34,6439 Plymouth Ave #110,St. Louis,,Missouri,US,http://www.masseymps.com/,(314) 712-7166,Laboratory,https://www.google.com/maps/search/?api=1&query=Massey%20Mobile%20Phlebotomy%20Service%20LLC.&query_place_id=ChIJLd8GzIjL2IcRICW8nh5RTBQ
Bozeman Health Outpatient Services at North 19th,3.7,15,120 N 19th Ave D,Bozeman,,Montana,US,http://bozemanhealth.org/,(406) 414-4600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Bozeman%20Health%20Outpatient%20Services%20at%20North%2019th&query_place_id=ChIJk8tldbFFRVMRuqzpjVjAyuA
Exeter Hospital Laboratory,,0,5 Alumni Dr,Exeter,,New Hampshire,US,https://www.corephysicians.org/Services/Other-Services/Laboratory-Services,(603) 580-6600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Exeter%20Hospital%20Laboratory&query_place_id=ChIJZZkZlOju4okRjyInzxc-xsw
Advanced Mobile Phlebotomy Professionals,5,16,19 Colonial Woods Dr,West Orange,,New Jersey,US,https://www.advancedmobilephlebotomy.com/,(973) 609-2639,Blood testing service,https://www.google.com/maps/search/?api=1&query=Advanced%20Mobile%20Phlebotomy%20Professionals&query_place_id=ChIJcTkbkXwLF6YRc7aFiNH-uqs
TOPLAB,3.7,39,67-71 E Willow St,Millburn,,New Jersey,US,https://www.toplabdirect.com/,(877) 355-3580,Drug testing service,https://www.google.com/maps/search/?api=1&query=TOPLAB&query_place_id=ChIJDXM0jdGtw4kRpHv7nxQ8WvA
Aculabs Inc,2.5,20,2 Kennedy Blvd,East Brunswick,,New Jersey,US,http://www.aculabs.com/,(732) 777-2588,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Aculabs%20Inc&query_place_id=ChIJw_6GV4DIw4kRpXj4L3xl9hQ
Patient Service Center,3.4,10,235 Parker Ave Suite B,Manasquan,,New Jersey,US,https://www.bioreference.com/patients/locations-patient-services/,(732) 612-3922,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Patient%20Service%20Center&query_place_id=ChIJMUjBSryHwYkRFcUMVoNwgVI
Labcorp,3.4,61,246 Washington Ave Ste 202,Belleville,,New Jersey,US,https://locations.labcorp.com/nj/belleville/40645/,(973) 922-3307,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJwU1wul9VwokRG9raua_hg2c
