name,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url,is_mobile_phlebotomy,is_nationwide,verified_service_areas,validation_notes
NorDx,3,50,100 Campus Dr #126,,Scarborough,Maine,US,https://www.mainehealth.org/Locations/NorDx/NorDx-Scarborough-Campus-Dr,(207) 396-7980,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NorDx&query_place_id=ChIJgfHm2rafskwRlW3B_Av6qAg,,,,
Lacasse Phlebotomy Services,4.8,22,77 Sewall St Unit 1001,,Augusta,Maine,US,http://lacassephlebotomyservices.com/,(207) 492-3005,Home health care service,https://www.google.com/maps/search/?api=1&query=Lacasse%20Phlebotomy%20Services&query_place_id=ChIJTSLwIvv7rUwR9k7fRKEmUvA,Yes,No,"Augusta, Maine area",Mobile phlebotomy home health care service - offers convenient at-home blood draws.
NorDx,3,16,22 Bramhall St,,Portland,Maine,US,https://www.mainehealth.org/Locations/NorDx/NorDx-Portland-Congress,(800) 773-5814,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NorDx&query_place_id=ChIJc1lr0wicskwRrYuOcO9eLuI,,,,
"Mobile Phlebotomy Heroes, LLC",5,8,7310 Ritchie Hwy Suite 200,,Glen Burnie,Maryland,US,https://www.mobilephlebotomyheroes.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4474247327471262685,(667) 228-2835,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Heroes%2C%20LLC&query_place_id=ChIJefTI91f9t4kRdHI9lPbFP8o,Yes,No,"Glen Burnie, Maryland area",Mobile phlebotomy service - company name clearly indicates mobile specialization.
A & N Medical Mobile phlebotomy Services,5,32,14504 Greenview Dr #205,,Laurel,Maryland,US,http://www.anmphleb2021.wixsite.com/website,(202) 525-6015,Medical laboratory,https://www.google.com/maps/search/?api=1&query=A%20%26%20N%20Medical%20Mobile%20phlebotomy%20Services&query_place_id=ChIJW8r7S77dt4kRcwU5v6-QojY,Yes,No,"Laurel, Maryland area",Mobile phlebotomy service - company name clearly indicates mobile specialization.
HarmoniCare Mobile Phlebotmy Services,5,1,1410 Crain Hwy N #3b,,Glen Burnie,Maryland,US,http://harmonicarellc.com/,(410) 969-5227,Medical laboratory,https://www.google.com/maps/search/?api=1&query=HarmoniCare%20Mobile%20Phlebotmy%20Services&query_place_id=ChIJgamSi5n9t4kRfIaA20mgL8o,Yes,No,"Glen Burnie, Maryland area",Mobile phlebotomy service - company name clearly indicates mobile specialization.
Mindful Practice Phlebotomy,5,6,5602 Baltimore National Pike,,Catonsville,Maryland,US,https://www.mindfulpracticephlebotomy.com/contact,(443) 531-0226,Vocational school,https://www.google.com/maps/search/?api=1&query=Mindful%20Practice%20Phlebotomy&query_place_id=ChIJq6o6QRscyIkR5R1Sj0BmQ3w,No,No,"Catonsville, Maryland","Vocational phlebotomy training school, not a mobile phlebotomy service."
MedStar Health Pathology and Lab Center at MedStar St. Mary's Hospital,2.3,7,23000 Moakley St #205,,Leonardtown,Maryland,US,https://www.medstarhealth.org/services/pathology-and-laboratory-medicine,(301) 475-2494,Medical laboratory,https://www.google.com/maps/search/?api=1&query=MedStar%20Health%20Pathology%20and%20Lab%20Center%20at%20MedStar%20St.%20Mary's%20Hospital&query_place_id=ChIJLcNXGABmt4kRr1zfCX9R4cw,No,No,"Leonardtown, Maryland","Fixed medical laboratory location part of MedStar Health network, not a mobile phlebotomy service."
Diagnostic Center and Laboratory Medicine at GBMC,4.4,7,6701 MD-139 #3100,,Towson,Maryland,US,https://www.gbmc.org/diagnostic-lab,(443) 849-2213,Medical clinic,https://www.google.com/maps/search/?api=1&query=Diagnostic%20Center%20and%20Laboratory%20Medicine%20at%20GBMC&query_place_id=ChIJ64tzRZgPyIkRSbQi0a95Cps,No,No,"Towson, Maryland","Fixed medical clinic laboratory location, not a mobile phlebotomy service."
"CMAG Health Solutions, LLC",5,1,11155 Dolfield Blvd Suite 110,,Owings Mills,Maryland,US,https://www.cmaghealth.com/,(410) 517-2624,Home health care service,https://www.google.com/maps/search/?api=1&query=CMAG%20Health%20Solutions%2C%20LLC&query_place_id=ChIJaQT8JXgXyIkRtkVdvkkKQVg,Unknown,Unknown,"Owings Mills, Maryland",Home health care service but unclear if mobile phlebotomy offered. Limited information available.
Emerson Health Lab - Concord,3.7,3,"Emerson Hospital Medical Office Building, 131 Old Rd to 9 Acre Corner",,Concord,Massachusetts,US,https://emersonhealth.org/locations/emerson-health-lab-at-emerson-hospital/,(978) 287-3366,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Emerson%20Health%20Lab%20-%20Concord&query_place_id=ChIJNflVbCab44kRjcldNMKdqR4,No,No,"Concord, Massachusetts","Fixed medical laboratory location part of Emerson Health network, not a mobile phlebotomy service."
Laboratory | Beverly Hospital,3.5,4,85 Herrick St,,Beverly,Massachusetts,US,https://beverlyhospital.org/services/laboratory,(978) 922-3000 ext. 6009,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Laboratory%20%7C%20Beverly%20Hospital&query_place_id=ChIJhaWqgZMW44kRPl-_FPFtt9c,No,No,"Beverly, Massachusetts","Fixed hospital laboratory location, not a mobile phlebotomy service."
"Paris Paramedical Services, LLC",4.5,8,800 W Cummings Park # 5225,,Woburn,Massachusetts,US,https://www.parisparamedicalservices.com/,(603) 897-9277,Drug testing service,https://www.google.com/maps/search/?api=1&query=Paris%20Paramedical%20Services%2C%20LLC&query_place_id=ChIJK-jotTp144kRsm7DJhEq0Cg,Yes,No,"Woburn, Massachusetts area",Paramedical services including mobile blood draws and specimen collection for insurance exams.
Salem Hospital Laboratory,4.3,6,81 Highland Ave,,Salem,Massachusetts,US,https://www.massgeneralbrigham.org/en/patient-care/services-and-specialties/locations/salem-hospital-blood-draw-lab-north-shore-physicians-group-hospital-main-campus,(978) 354-4497,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Salem%20Hospital%20Laboratory&query_place_id=ChIJhyVtu0A04ocRJScRZCUKnI8,No,No,"Salem, Massachusetts","Fixed hospital laboratory location, not a mobile phlebotomy service."
Vital Draws,,0,100 Cummings Center Suite 207P,,Beverly,Massachusetts,US,https://www.vitaldraws.com/,(978) 702-3818,Home health care service,https://www.google.com/maps/search/?api=1&query=Vital%20Draws&query_place_id=ChIJFXAKXkcX44kRmj7PN1Q73fM,,,,
Phlebotomy Lab | Boston Children's Hospital,,0,"Children's Hospital, 300 Longwood Ave",,Boston,Massachusetts,US,https://www.childrenshospital.org/departments/laboratory-medicine,(617) 355-5618,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phlebotomy%20Lab%20%7C%20Boston%20Children's%20Hospital&query_place_id=ChIJRYJGLFV544kRlopZoiGCeM8,No,No,"Boston, Massachusetts",Fixed hospital laboratory facility. Provides phlebotomy services at main campus and satellite locations but does not offer mobile phlebotomy services.
Beyond Mobile Health Inc.,5,9,361 Newbury St #450,,Boston,Massachusetts,US,http://www.beyondmobilehealth.com/,(857) 557-7197,Home health care service,https://www.google.com/maps/search/?api=1&query=Beyond%20Mobile%20Health%20Inc.&query_place_id=ChIJDR5as0t744kRnOnKy2d8U2U,Yes,Yes,"Multiple states (Georgia, South Carolina, North Carolina, Virginia, Washington D.C., Pennsylvania, New York, New Jersey, Illinois, Texas, California, New Hampshire, Rhode Island, Tennessee, Nevada, Florida, Maine, Delaware)",Mobile healthcare provider offering phlebotomy services alongside drug and alcohol testing. Note: Massachusetts/Boston not explicitly listed in their service areas.
Mass Mobile Phlebotomy Services LLC,4.1,13,361 Newbury St,,Boston,Massachusetts,US,http://www.beyondmobilehealth.com/,(857) 557-7197,Home health care service,https://www.google.com/maps/search/?api=1&query=Mass%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJS5njn6J944kRAoWpSsn8w8g,Yes,No,"Greater Boston area, Massachusetts, New Hampshire, Maine, Rhode Island",Mobile phlebotomy company providing home blood draw services in Massachusetts and select New England states.
"Global ProLab, Inc.",4.6,9,21 Vesey Rd,,Randolph,Massachusetts,US,http://www.globalprolab.com/,(781) 885-0742,Blood testing service,https://www.google.com/maps/search/?api=1&query=Global%20ProLab%2C%20Inc.&query_place_id=ChIJG_eGTPKD5IkRH0-lVHnAJls,Yes,No,"All New England states (Maine, Vermont, New Hampshire, Massachusetts, Rhode Island, Connecticut)","Full service mobile phlebotomy lab since 2008. CLIA certified, GCP and IATA certified. Specializes in all phlebotomy techniques and specimen collection methods."
Mildred Elley - Pittsfield Campus,4.1,34,100 West St,,Pittsfield,Massachusetts,US,https://www.mildred-elley.edu/campus/pittsfield/,(413) 358-4846,Medical school,https://www.google.com/maps/search/?api=1&query=Mildred%20Elley%20-%20Pittsfield%20Campus&query_place_id=ChIJ7f6gp0VO54kRPCoSZ-gJew4,No,No,"Pittsfield, Massachusetts","Medical school/educational institution, not a mobile phlebotomy service."
Pinnacle Mobile Phlebotomy,5,28,27620 Farmington Rd b2,,Farmington Hills,Michigan,US,http://www.thephlebotomist.net/,(877) 678-9551,Laboratory,https://www.google.com/maps/search/?api=1&query=Pinnacle%20Mobile%20Phlebotomy&query_place_id=ChIJ-xt6LYuwJIgRWYQem5co0_g,Yes,No,Michigan statewide,"Premier provider of concierge mobile phlebotomy in Michigan since 2013. CLIA certified lab offering blood draws, specimen collection, drug testing. Over 20 years of laboratory service experience."
Compassionate Touch Lab Services,5,15,21225 Kelly Rd unit 5F,,Eastpointe,Michigan,US,http://www.compassionatetouchlab.com/,(586) 328-7287,Laboratory,https://www.google.com/maps/search/?api=1&query=Compassionate%20Touch%20Lab%20Services&query_place_id=ChIJ3bGT0cvXJIgRNJ_T9oBRN_0,Yes,No,"Eastpointe, Michigan area","Mobile phlebotomy company led by D'Andra Hawkins with 20+ years medical experience. Offers blood draws, DOT/non-DOT drug screening, DNA testing, early gender reveal testing."
1 on 1 Phlebotomy,5,8,3200 Greenfield Rd,,Dearborn,Michigan,US,http://www.phlebotomyus.net/,(888) 509-8917,Laboratory,https://www.google.com/maps/search/?api=1&query=1%20on%201%20Phlebotomy&query_place_id=ChIJt2cKgM-vgocRsWT4P7DeR6M,Yes,No,Michigan statewide,Provides onsite and mobile phlebotomy and drug testing services throughout Michigan. DOT-compliant testing and concierge phlebotomy services.
One-Stop Screenings LLC,4.8,50,36358 Garfield Rd Suite 3,,Clinton Township,Michigan,US,https://one-stopscreenings.com/,(586) 350-0900,Blood testing service,https://www.google.com/maps/search/?api=1&query=One-Stop%20Screenings%20LLC&query_place_id=ChIJH4iQCIPZJIgR5I5hyNSsLts,No,No,"Clinton Township, Michigan","Fixed location blood testing service center, not a mobile phlebotomy service."
"Mobile Phlebotomy Service Corporation,MPS",,0,9132 Norconk Rd,,Bear Lake,Michigan,US,,(231) 299-7928,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Service%20Corporation%2CMPS&query_place_id=ChIJSdvpqD8dR0ARfm2NStwOy_g,Yes,No,"Bear Lake, Michigan area",Mobile phlebotomy service - company name clearly indicates mobile specialization.
Marketlab,5,1,6850 Southbelt Dr,,Caledonia,Michigan,US,https://www.marketlab.com/,(866) 237-3722,Medical supply store,https://www.google.com/maps/search/?api=1&query=Marketlab&query_place_id=ChIJo6JefOlLGIgR00BONjkauvw,No,Yes,National (medical supply distribution),"Medical supply store/distributor, not a mobile phlebotomy service."
"MPCM Services, Mobile Phlebotomy of Central Michigan",5,1,139 N Midland St,,Merrill,Michigan,US,http://mpcmservices.com/,(989) 715-2050,Blood testing service,https://www.google.com/maps/search/?api=1&query=MPCM%20Services%2C%20Mobile%20Phlebotomy%20of%20Central%20Michigan&query_place_id=ChIJbf6Q9hw0IogRglHztzY393o,Yes,No,Central Michigan (Merrill and surrounding areas),Mobile phlebotomy service - company name clearly indicates mobile specialization in Central Michigan region.
Munson Laboratories at Grand Traverse Commerce Centre,3.3,40,3287 W South Airport Rd,,Traverse City,Michigan,US,https://www.munsonhealthcare.org/locations/location-details?practice=81,(231) 392-0380,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Munson%20Laboratories%20at%20Grand%20Traverse%20Commerce%20Centre&query_place_id=ChIJkRbXUKgzHogR6HJnIZkRrQE,No,No,"Traverse City, Michigan","Fixed medical laboratory location part of Munson Healthcare network, not a mobile phlebotomy service."
Versiti Blood Center of Michigan,4.6,33,2575 Aero-Park Dr,,Traverse City,Michigan,US,https://www.versiti.org/blood-donation-locations/michigan/traverse-city-blood-donation-center?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_content=Yext,(866) 642-5663,Blood bank,https://www.google.com/maps/search/?api=1&query=Versiti%20Blood%20Center%20of%20Michigan&query_place_id=ChIJH0L7egzNH4gRz6wwSUQ4Rrk,No,No,Michigan (blood donation centers),"Blood donation center/blood bank, not a mobile phlebotomy service."
Mobile Phlebotomist,5,2,7420 Unity Ave N,,Brooklyn Park,Minnesota,US,,(763) 445-9800,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomist&query_place_id=ChIJ5aOar7A7s1IR6YzsH8miXdE,Yes,No,"Brooklyn Park, Minnesota area",Mobile phlebotomist service - company name clearly indicates mobile specialization.
KinnRidge Mobile Phlebotomy,5,4,9975 Valley View Rd suite f,,Eden Prairie,Minnesota,US,https://www.kinnridgemobilephlebotomy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2909033922330665337,(612) 361-1381,Medical laboratory,https://www.google.com/maps/search/?api=1&query=KinnRidge%20Mobile%20Phlebotomy&query_place_id=ChIJ1avVWv0j9ocRIrzswR4Tedk,Yes,No,"Eden Prairie, Bloomington, Minnesota area","Mobile phlebotomy company founded in 2023 by Brion with 15+ years phlebotomy experience. Provides both mobile and clinic-based services, partnered with Ulta Labs."
Pascagoula Hospital Outpatient Lab,5,1,2809 Denny Ave,,Pascagoula,Mississippi,US,https://singingriverhealthsystem.com/locations/pascagoula-hospital-outpatient-lab/?utm_source=gbp,(228) 809-5166,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Pascagoula%20Hospital%20Outpatient%20Lab&query_place_id=ChIJnz4fNDDpm4gRAX0jI-uda0g,No,No,"Pascagoula, Mississippi","Fixed hospital outpatient laboratory location, not a mobile phlebotomy service."
"Vital Hearts, LLC",5,312,731 S Pear Orchard Rd #8,,Ridgeland,Mississippi,US,https://www.vitalheartsllc.org/,(601) 473-1950,Vocational school,https://www.google.com/maps/search/?api=1&query=Vital%20Hearts%2C%20LLC&query_place_id=ChIJheIeL9bRKYYRuphd8DGvnkQ,No,No,"Ridgeland, Mississippi","Vocational school/educational institution, not a mobile phlebotomy service."
MedFusion Inkk,1,1,321 S Main St,,Forest,Mississippi,US,https://www.medfusioninkk.com/,(601) 564-7141,Medical laboratory,https://www.google.com/maps/search/?api=1&query=MedFusion%20Inkk&query_place_id=ChIJj-p-kU9XgogRd-k6WBQTyII,Unknown,Unknown,"Forest, Mississippi",Medical laboratory service but limited information available about mobile services.
MobiMed Plus,,0,12320 Ashley Dr d,,Gulfport,Mississippi,US,https://www.mobimedplus.com/,(228) 609-9752,Drug testing service,https://www.google.com/maps/search/?api=1&query=MobiMed%20Plus&query_place_id=ChIJkX-CvZoXnIgR9IKkKbuEnwA,Yes,No,"Gulfport, Mississippi area",Drug testing service that offers mobile services - company name indicates mobile specialization.
"On the Road Labs, LLC",5,42,D'Iberville Blvd,,D'Iberville,Mississippi,US,http://www.ontheroadlabs.com/,(757) 726-7950,Laboratory,https://www.google.com/maps/search/?api=1&query=On%20the%20Road%20Labs%2C%20LLC&query_place_id=ChIJATrX1ZZc_q0R4LOflIaKc_4,Yes,No,"D'Iberville, Mississippi area",Mobile laboratory service - company name clearly indicates mobile specialization.
Needles On The Go Mobile Phlebotomy,5,2,10001 E 67th St Suite 101,,Raytown,Missouri,US,http://www.needlesonthego.com/,(816) 616-8060,Laboratory,https://www.google.com/maps/search/?api=1&query=Needles%20On%20The%20Go%20Mobile%20Phlebotomy&query_place_id=ChIJt1SkQczjwIcRPr0gpeFy6aI,Unknown,Unknown,"Raytown, Missouri (unverified)",Could not verify this specific business name and location. Multiple mobile phlebotomy services exist in Kansas City area but none matching this exact name.
Tender Sticks Mobile Phlebotomy Service LLC,5,1,200 NE Missouri Rd Suit 200,,Lee's Summit,Missouri,US,http://www.tendersticks.com/,(816) 542-0900,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Tender%20Sticks%20Mobile%20Phlebotomy%20Service%20LLC&query_place_id=ChIJsYaTRZgfwYcR7LkmIEL3Tzw,Yes,No,"Lee's Summit, Missouri area",Mobile phlebotomy service - company name clearly indicates mobile specialization.
Kansas City School of Phlebotomy,4.7,267,2838 Warwick Trfy,,Kansas City,Missouri,US,http://www.kcphleb.com/,(816) 974-8823,Adult education school,https://www.google.com/maps/search/?api=1&query=Kansas%20City%20School%20of%20Phlebotomy&query_place_id=ChIJowyiSj3wwIcR3G9mKuX6luU,No,No,"Kansas City, Missouri","Adult education/phlebotomy training school, not a mobile phlebotomy service."
Caresticks Mobile Phlebotomy,5,40,547 Grand Blvd,,Kansas City,Missouri,US,http://www.caresticks.com/,(816) 295-2795,Home health care service,https://www.google.com/maps/search/?api=1&query=Caresticks%20Mobile%20Phlebotomy&query_place_id=ChIJXVhSo_nxwIcRvyvzuQxAFxI,Yes,No,"Kansas City, Missouri area","Mobile phlebotomy service offering home draws, facility services, corporate events, DNA testing, and gender determination testing."
Massey Mobile Phlebotomy Service LLC.,5,34,6439 Plymouth Ave #110,,St. Louis,Missouri,US,http://www.masseymps.com/,(314) 712-7166,Laboratory,https://www.google.com/maps/search/?api=1&query=Massey%20Mobile%20Phlebotomy%20Service%20LLC.&query_place_id=ChIJLd8GzIjL2IcRICW8nh5RTBQ,Yes,No,"St. Louis, Missouri area",Mobile phlebotomy service - company name clearly indicates mobile specialization.
Bozeman Health Outpatient Services at North 19th,3.7,15,120 N 19th Ave D,,Bozeman,Montana,US,http://bozemanhealth.org/,(406) 414-4600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Bozeman%20Health%20Outpatient%20Services%20at%20North%2019th&query_place_id=ChIJk8tldbFFRVMRuqzpjVjAyuA,No,No,"Bozeman, Montana","Fixed medical laboratory location part of Bozeman Health network, not a mobile phlebotomy service."
Exeter Hospital Laboratory,,0,5 Alumni Dr,,Exeter,New Hampshire,US,https://www.corephysicians.org/Services/Other-Services/Laboratory-Services,(603) 580-6600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Exeter%20Hospital%20Laboratory&query_place_id=ChIJZZkZlOju4okRjyInzxc-xsw,No,No,"Exeter, New Hampshire","Fixed hospital laboratory location, not a mobile phlebotomy service."
