name,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url,is_mobile_phlebotomy,is_nationwide,verified_service_areas,validation_notes,logo,profileImage,businessImages,bio,foundedYear,teamSize,yearsExperience,zipCodes,serviceRadius,travelFee,googlePlaceId,testimonials,certifications,licenseNumber,insuranceAmount,specialties,emergencyAvailable,weekendAvailable,email,contactPerson,languages
Pascagoula Hospital Outpatient Lab,5.0,1.0,2809 Denny Ave,"Pascagoula, Mississippi area",Pascagoula,Mississippi,US,https://singingriverhealthsystem.com/locations/pascagoula-hospital-outpatient-lab/?utm_source=gbp,(228) 809-5166,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Pascagoula%20Hospital%20Outpatient%20Lab&query_place_id=ChIJnz4fNDDpm4gRAX0jI-uda0g,No,No,"Pascagoula, Mississippi","Fixed hospital outpatient laboratory location, not a mobile phlebotomy service.",,,,"Pascagoula Hospital Outpatient Lab | Singing River Health System                                                                    Arrow     Search     Menu     Close     Circle     Facebook    X     LinkedIn     Instagram     Youtube     phone     calendar     calendar-2      Skip to content               Find a Provider    Medical Services    Patients & Visitors    Locations    Careers                               Find a Provider        Areas of Care    Behavioral Health  Cancer Care  Cardiac Care  Critical Care  Dermatology  Digestive Health  Drug & Alcohol Treatment  Ear, Nose & Throat  Emergency  Endocrinology  Geriatric Medicine  Hospice  Infectious Disease  Inpatient Physician Services  Inpatient Rehab  Interventional Pain Management  Lab & Pathology  Labor & Delivery  Nephrology  Neurology  Nutrition  Ophthalmology  Orthopedics  Pediatrics  Pharmacy  PT, OT & Speech Therapy  Primary Care  Pulmonology  Radiology  Rheumatology  Skilled Nursing Facility  Sleep Medicine  Surgical Services  Telehealth Virtual Visits  Urology  Vascular Surgery  Walk-In Care  Weight Loss  Women's Health - OB/GYN  Wound & Ostomy Care      Make an Appointment        Your Hospital Stay    What to Expect  Patient Dining      Visitor Information    Visiting Hours  Floor Maps  Visitor Dining      Support Services    Spiritual Care Services  Support Groups  Transportation  Therapy Dogs  Singing River Foundation      Billing and Records    Pay Bill  Financial Services  Health Insurance  Medical Records Request      Gift Shop    Gulfport  Ocean Springs  Pascagoula      Recognize Your Care Team    The DAISY Award  The BEE Award  Employee Fund Donations          Hospitals    Ocean Springs Hospital  Pascagoula Hospital  Singing River Gulfport      Hospice of Light    Ocean Springs  Lucedale      Pharmacy    Ocean Springs  Pascagoula  Specialty Pharmacy  Gulfport      Imaging Centers    Singing River Gulfport – Radiology  Ocean Springs Hospital – Radiology  Pascagoula Hospital – Radiology  Cedar Lake Imaging Center & Lab  Ocean Springs Imaging Center  Pascagoula Imaging Center      Specialty Centers    Cancer Care  Cardiac Care  Digestive Health  Healthplex  Orthopedics  Pulmonology  Rehabilitation  Surgical Care  Weight Loss  Partners      Medical Clinics    Walk-In Medical Clinics  Same-Day Appointments  Primary Care Clinics  Biloxi - Cedar Lake  Biloxi - Downtown  Gulfport - Cowan Road  Gulfport - Orange Grove  Gulfport - Pass Road  Hurley  Ocean Springs  Pascagoula  Vancleave  MGCCC On-Campus          Careers    Nursing Careers  Clinical Careers  Non-Clinical Careers  Administrative Careers  Physicians & Providers      Singing River Healthcare Academy    Certified Nursing Assistant Apprenticeship  Medical Assistant Apprenticeship  Licensed Practical Nurse Apprenticeship  Phlebotomy Tech Apprenticeship  Pharmacy Tech Apprenticeship  Surgical Tech Apprenticeship              News    Events    About    Foundation    Patient Stories    Employees    Volunteer    Contact     Pay Your Bill        Find a Provider     Find a Provider       Medical Services     Areas of Care    Make an Appointment       Patients & Visitors     Your Hospital Stay    Visitor Information    Support Services    Billing and Records    Gift Shop    Recognize Your Care Team       Locations     Hospitals    Hospice of Light    Pharmacy    Imaging Centers    Specialty Centers    Medical Clinics       Careers     Careers    Singing River Healthcare Academy        Pay Your Bill                          Home › Locations › Pascagoula Hospital Outpatient Lab            Pascagoula Hospital Outpatient Lab   2809 Denny Ave  Pascagoula , MS  39581   Get Directions   Call (228) 809-5166            About     The outpatient lab at Pascagoula Hospital provides convenient and timely diagnostic testing and services for the public, including:   Blood panels  Urine analysis  Stool tests  Infectious diseases like flu and strep  Pregnancy  Hormone and vitamin levels  PSA tests  STIs  Wound infections   To visit the outpatient lab, park on the west side of the hospital and enter via the Patient Entrance.",,,,39581,,,ChIJnz4fNDDpm4gRAX0jI-uda0g,,CERTIFIED,,,"Geriatric,Pediatric",True,False,,,English
"Vital Hearts, LLC",5.0,312.0,731 S Pear Orchard Rd #8,"Ridgeland, Mississippi area",Ridgeland,Mississippi,US,https://www.vitalheartsllc.org/,(601) 473-1950,Vocational school,https://www.google.com/maps/search/?api=1&query=Vital%20Hearts%2C%20LLC&query_place_id=ChIJheIeL9bRKYYRuphd8DGvnkQ,No,No,"Ridgeland, Mississippi","Vocational school/educational institution, not a mobile phlebotomy service.","https://static.wixstatic.com/media/80bf47_f881254f6699476894c30caa04c8a21b~mv2.jpg/v1/fill/w_150,h_44,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/NHA_Logo_Abbreviated_CMYK_vFA.jpg",,"https://static.wixstatic.com/media/80bf47_0102b2228cb049cb9dd57fafcd03d6a1~mv2.jpeg/v1/fill/w_480,h_640,fp_0.47_0.37,q_90,enc_avif,quality_auto/80bf47_0102b2228cb049cb9dd57fafcd03d6a1~mv2.jpeg,https://static.wixstatic.com/media/a76b44_19172337124c4dc78d9ff31912bf82ec~mv2.jpg/v1/fit/w_480,h_640,q_90,enc_avif,quality_auto/a76b44_19172337124c4dc78d9ff31912bf82ec~mv2.jpg,https://static.wixstatic.com/media/80bf47_3d03bdf5d4864afbb9006bd98860b152~mv2.jpeg/v1/fill/w_480,h_640,fp_0.47_0.33,q_90,enc_avif,quality_auto/80bf47_3d03bdf5d4864afbb9006bd98860b152~mv2.jpeg","Vital Hearts LLC | Online CNA classes | 731 South Pear Orchard Road suite 8, Ridgeland, MS 39157, USA               top of page       601-473-1950       vitalheartsllc@yahoo. com Follow us PAY REGISTRATION FEE HOME ABOUT US VOCATIONAL TRAINING NURSE ASSISTANT TRAINING PHLEBOTOMY TECHNICIAN TRAINING PATIENT CARE TECHNICIAN (PCT) MEDICAL ASSISTANT TRAINING EKG TECHNICIAN TRAINING FAQs CLASSES RESOURCES CAREERS CONTACT US CONTACT US      BOOK NOW      Partnered with: To Vital Hearts LLC! Kickstart your healthcare career with our vocational programs or enroll in a BLS or First Aid, CPR, & AED class.",,,40.0,39157,,,ChIJheIeL9bRKYYRuphd8DGvnkQ,,NHA,,,,False,False,vitalheartsllc@yahoo.com,,English
MobiMed Plus,,0.0,12320 Ashley Dr d,"Gulfport, Mississippi area",Gulfport,Mississippi,US,https://www.mobimedplus.com/,(228) 609-9752,Drug testing service,https://www.google.com/maps/search/?api=1&query=MobiMed%20Plus&query_place_id=ChIJkX-CvZoXnIgR9IKkKbuEnwA,Yes,No,"Gulfport, Mississippi area",Drug testing service that offers mobile services - company name indicates mobile specialization.,,,,"MobiMed Plus provides mobile phlebotomy services in Gulfport, Mississippi.",,,,,,,ChIJkX-CvZoXnIgR9IKkKbuEnwA,,ASCP Certified,,,,False,False,,,English
"On the Road Labs, LLC",5.0,42.0,D'Iberville Blvd,"D'Iberville, Mississippi area",D'Iberville,Mississippi,US,http://www.ontheroadlabs.com/,(757) 726-7950,Laboratory,https://www.google.com/maps/search/?api=1&query=On%20the%20Road%20Labs%2C%20LLC&query_place_id=ChIJATrX1ZZc_q0R4LOflIaKc_4,Yes,No,"D'Iberville, Mississippi area",Mobile laboratory service - company name clearly indicates mobile specialization.,,,,"Mobile Phlebotomist Specimen Collection - On the Road Labs               On the Road Labs, LLC On the Road Labs, LLC On the Road Labs, LLC On the Road Labs, LLC Sign In Create Account Bookings My Account Signed in as: filler@godaddy. com Bookings My Account Sign out Home Services About Us Contact Us More Home Services About Us Contact Us On the Road Labs, LLC On the Road Labs, LLC On the Road Labs, LLC On the Road Labs, LLC Signed in as: filler@godaddy.",,,,,,,ChIJATrX1ZZc_q0R4LOflIaKc_4,,ASCP Certified,,,,False,False,filler@godaddy.com,,English
Needles On The Go Mobile Phlebotomy,5.0,2.0,10001 E 67th St Suite 101,"Raytown, Missouri area",Raytown,Missouri,US,http://www.needlesonthego.com/,(816) 616-8060,Laboratory,https://www.google.com/maps/search/?api=1&query=Needles%20On%20The%20Go%20Mobile%20Phlebotomy&query_place_id=ChIJt1SkQczjwIcRPr0gpeFy6aI,Unknown,Unknown,"Raytown, Missouri (unverified)",Could not verify this specific business name and location. Multiple mobile phlebotomy services exist in Kansas City area but none matching this exact name.,,,,"Needles On The Go Mobile Phlebotomy provides mobile phlebotomy services in Raytown, Missouri.",,,,,,,ChIJt1SkQczjwIcRPr0gpeFy6aI,,ASCP Certified,,,,False,False,,,English
Tender Sticks Mobile Phlebotomy Service LLC,5.0,1.0,200 NE Missouri Rd Suit 200,"Lee's Summit, Missouri area",Lee's Summit,Missouri,US,http://www.tendersticks.com/,(816) 542-0900,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Tender%20Sticks%20Mobile%20Phlebotomy%20Service%20LLC&query_place_id=ChIJsYaTRZgfwYcR7LkmIEL3Tzw,Yes,No,"Lee's Summit, Missouri area",Mobile phlebotomy service - company name clearly indicates mobile specialization.,,,,Tender Sticks — Coming Soon                  Is this your website?     Login to WordPress        Tender Sticks — Mobile Phlebotomy Business Serving Kansas City       A Reliable WordPress Hosting by Bluehost powered website.,,,,,,,ChIJsYaTRZgfwYcR7LkmIEL3Tzw,,ASCP Certified,,,,False,False,,,English
Kansas City School of Phlebotomy,4.7,267.0,2838 Warwick Trfy,"Kansas City, Missouri area",Kansas City,Missouri,US,http://www.kcphleb.com/,(816) 974-8823,Adult education school,https://www.google.com/maps/search/?api=1&query=Kansas%20City%20School%20of%20Phlebotomy&query_place_id=ChIJowyiSj3wwIcR3G9mKuX6luU,No,No,"Kansas City, Missouri","Adult education/phlebotomy training school, not a mobile phlebotomy service.",http://www.kcphleb.com/assets/images/bw_ksp_logo.png,,,"Kansas City School of Phlebotomy - Welcome                                                   School
Caresticks Mobile Phlebotomy,5.0,40.0,547 Grand Blvd,"Kansas City, Missouri area",Kansas City,Missouri,US,http://www.caresticks.com/,(816) 295-2795,Home health care service,https://www.google.com/maps/search/?api=1&query=Caresticks%20Mobile%20Phlebotomy&query_place_id=ChIJXVhSo_nxwIcRvyvzuQxAFxI,Yes,No,"Kansas City, Missouri area","Mobile phlebotomy service offering home draws, facility services, corporate events, DNA testing, and gender determination testing.",,,,"Home                                     Home       About       Who We Are       Our Staff       Our Resources         Services       All Services       Mobile Phlebotomy       On-Site Phlebotomy Services       Phlebotomy Partnerships       Corporate Event Staffing       Direct-to-Consumer Labs         Contact             Contact Caresticks      Call Our Office                                        Leave a Review       Service Order Request                          Leave a Review         Service Order Request                 Home       About       Who We Are       Our Staff       Our Resources         Services       All Services       Mobile Phlebotomy       On-Site Phlebotomy Services       Phlebotomy Partnerships       Corporate Event Staffing       Direct-to-Consumer Labs         Contact              Hours By Appointment only! Patient Service Center Hours Monday-Friday 7am-12pm VIP hours and On-site Collection services available                 We Have Moved     Mission  Our mission is continuing to elevate the caliber of phlebotomy collection services  through the  facilitation of mobile phlebotomy services. Call Our Office       Send Email To Caresticks          WE'RE READY TO SERVE YOU    On-Site and Mobile Phlebotomy Services Available  We service any doctor and all laboratories  Fax lab requisition and schedule appointment   Routine collection services available                The Draw Suite    Mobile Phlebotomy    Direct-To-Customer Labs          Convenient Kansas City Location    Our Concierge Draw Station available in Kansas City, Missouri.",,,,"6,415,264,153",60.0,,ChIJXVhSo_nxwIcRvyvzuQxAFxI,,CERTIFIED,,,Corporate,True,True,,,English
Massey Mobile Phlebotomy Service LLC.,5.0,34.0,6439 Plymouth Ave #110,"St. Louis, Missouri area",St. Louis,Missouri,US,http://www.masseymps.com/,(314) 712-7166,Laboratory,https://www.google.com/maps/search/?api=1&query=Massey%20Mobile%20Phlebotomy%20Service%20LLC.&query_place_id=ChIJLd8GzIjL2IcRICW8nh5RTBQ,Yes,No,"St. Louis, Missouri area",Mobile phlebotomy service - company name clearly indicates mobile specialization.,,,,"Massey Mobile Phlebotomy Service LLC. provides mobile phlebotomy services in St. Louis, Missouri.",,,,,,,ChIJLd8GzIjL2IcRICW8nh5RTBQ,,ASCP Certified,,,,False,False,,,English
Bozeman Health Outpatient Services at North 19th,3.7,15.0,120 N 19th Ave D,"Bozeman, Montana area",Bozeman,Montana,US,http://bozemanhealth.org/,(406) 414-4600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Bozeman%20Health%20Outpatient%20Services%20at%20North%2019th&query_place_id=ChIJk8tldbFFRVMRuqzpjVjAyuA,No,No,"Bozeman, Montana","Fixed medical laboratory location part of Bozeman Health network, not a mobile phlebotomy service.",https://i0.wp.com/bozemanhealth.org/wp-content/uploads/2024/08/image003.png?fit=183%2C73&ssl=1,,,"Bozeman Health | Quality Healthcare & Wellness in Bozeman, MT                                                                                                                        Skip to content                         Home  About Us   Awards and Accreditations  Leadership Team  Mission, Vision, Values  Our History    Our Services  Find a Provider  Locations  Careers   All Physician Opportunities  All Nursing Opportunities  All Employment Opportunities  Student Opportunities  All Volunteer Opportunities  Pharmacy Residency Program    Donate  Resources   Calendar  Community Resources   Community Benefit  Community Commitment  Community Education  Grants & Sponsorships  Mammogram Project  Scholarships  Subarea Planning Process    Construction Updates  Medical Professionals   EpicCare Link for Providers  Laboratory Solutions    New Graduate Nurse Residency Program  Onsite RV Parking  Patients & Visitors   Financial Assistance  Medical Records  MyChart Patient Portal  No Surprises Act  Patient Financial Services  Pricing Transparency    Social Services Resources    News   Media Resources    Contact Us        Home  About Us   Awards and Accreditations  Leadership Team  Mission, Vision, Values  Our History    Our Services  Find a Provider  Locations  Careers   All Physician Opportunities  All Nursing Opportunities  All Employment Opportunities  Student Opportunities  All Volunteer Opportunities  Pharmacy Residency Program    Donate  Resources   Calendar  Community Resources   Community Benefit  Community Commitment  Community Education  Grants & Sponsorships  Mammogram Project  Scholarships  Subarea Planning Process    Construction Updates  Medical Professionals   EpicCare Link for Providers  Laboratory Solutions    New Graduate Nurse Residency Program  Onsite RV Parking  Patients & Visitors   Financial Assistance  Medical Records  MyChart Patient Portal  No Surprises Act  Patient Financial Services  Pricing Transparency    Social Services Resources    News   Media Resources    Contact Us                                 Please excuse us as we make improvements at Deaconess Regional Medical Center. ×                  Welcome to Bozeman Health     Take a Breath,   We're Here For You                     Welcome To Bozeman Health     Take a Breath,   We're Here For You              Establish Care    Contact 406-414-4400 or         Schedule Online        Schedule Through MyChart   Login to your existing MyChart account        Account Login        Grateful Patient Portal    Bozeman Health Grateful Patient Program         Share Your Story        Get UrgentCare Now         Get Started        Not Sure Where To Go For Care?    Let us help you get started         Get Started        Bill Pay   How do I pay my bill?        Pay Bill                            Our   Mission       Our   Vision       Our   Values     To improve community health and quality of life.",,90.0,,,,,ChIJk8tldbFFRVMRuqzpjVjAyuA,,"CERTIFIED,NHA",,,Pediatric,True,True,,,English
Exeter Hospital Laboratory,,0.0,5 Alumni Dr,"Exeter, New Hampshire area",Exeter,New Hampshire,US,https://www.corephysicians.org/Services/Other-Services/Laboratory-Services,(603) 580-6600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Exeter%20Hospital%20Laboratory&query_place_id=ChIJZZkZlOju4okRjyInzxc-xsw,No,No,"Exeter, New Hampshire","Fixed hospital laboratory location, not a mobile phlebotomy service.",https://exeterhospital.com/getmedia/80f0e1c3-cbe3-48f5-8bb1-50aa7881bd37/BILH_Core_Physicians.jpg.aspx,,,"Laboratory Services - New Hampshire - Core Physicians                                     Toggle navigation           Search     Search for:             Affiliates of Exeter Health Resources    Patient Portal  Bill Pay  Careers           About Us  About Us  opener     About Us    Patient Experience Survey   Back  Patient Experience Survey    Back    Participating Health Insurance Plans   Back  Participating Health Insurance Plans    Back    Honors and Awards   Back  Honors and Awards    Back    Population Health   Back  Population Health    Back    Video Library   Back  Video Library    Dr. Sherman & Stevens      Back          Find a Provider  Find a Provider      Find a Provider         Services  Services  opener     Services    Primary Care   Back  Primary Care    For New Patients      Same Day Appointments | Office Hours      Internal Medicine      Family Practice      Pediatrics      Back    Same Day Care   Back  Same Day Care    For New Patients      Same Day Orthopedic Care      Back    Internal Medicine   Back  Internal Medicine    For New Patients      Same Day Appointments | Office Hours      Choosing an Internal Medicine PCP      Primary Care Teams      Back    Pediatrics   Back  Pediatrics    Pediatric Office Hours      Your Newborn Baby      When Your Child Outgrows Pediatric Care      Parent Handouts and Education      When Your Child Needs a Therapist      Back    Family Practice   Back  Family Practice    For New Patients      Same Day Appointments | Office Hours      Choosing a Family Practice PCP      Primary Care Teams      Back     Colon & Rectal   Back  Colon & Rectal    Back    Endocrinology   Back  Endocrinology    Vitamin D for Children      Back    Gastroenterology   Back  Gastroenterology    Colonoscopy Information      Patient Instructions      Back    General Surgery   Back  General Surgery    Common General Surgery Procedures      High Risk Breast Health Program  opener      Minimally Invasive Procedures      Robotic-Assisted Surgery      Single Incision Laparoscopic Surgery      Specialized Lung Cancer Procedures      Back    Heart & Vascular   Back  Heart & Vascular    Cardiac Device Clinic      Congestive Heart Failure (CHF) Clinic      Anticoagulation Clinic      Lifestyle Medicine Clinic      Patient Stories  opener      Back    Hospital Medicine   Back  Hospital Medicine    Hospitalists FAQs      Back    Infectious Disease   Back  Infectious Disease    Seacoast Travel Clinic      Back    Obstetrics & Gynecology   Back  Obstetrics & Gynecology    Obstetrics  opener      Gynecology      Incontinence      Robotic Surgery      Endometrial Ablation      Back    Orthopedics   Back  Orthopedics    Request an Appointment   Back  Request an Appointment    Back    Same Day Orthopedic Care      Workers Compensation Care      Preparing for Your First Visit      Preparing for Your Surgery      Patient Education  opener      Back    Sports Medicine   Back  Sports Medicine    Same Day Orthopedic Care      Sports Concussion  opener      Sports Physical Exams      Back    Otolaryngology   Back  Otolaryngology    Audiology      Balloon Sinuplasty      Cochlear Implants  opener      Back    Physiatry   Back  Physiatry    Spine Care Program      Back    Plastic Surgery   Back  Plastic Surgery    Back    Pulmonology   Back  Pulmonology    COPD Group Visits      Pediatric Pulmonary Consultations (Ages 8+)      Pulmonary Nodule Clinic      Back    Rheumatology   Back  Rheumatology    Back    Urology   Back  Urology    Common Urology Procedures & Services      Green Light Laser for BPH      Kidney Stone Clinic      UroLift for BPH      Back    Center for Orthopedics & Movement   Back  Center for Orthopedics & Movement    Back    Women's Health   Back  Women's Health    Back     After Hours Nurse   Back  After Hours Nurse    Back    Billing Services   Back  Billing Services    Payment Options  opener      Contact Us      Frequently Asked Questions      Back    Diagnostic X-Ray   Back  Diagnostic X-Ray    Back    Laboratory Services   Back  Laboratory Services    Back    LGBTQ Health   Back  LGBTQ Health    Back    Medication Assisted Treatment   Back  Medication Assisted Treatment    Back    Telehealth   Back  Telehealth    Back          Patients & Visitors  Patients & Visitors  opener     Patients & Visitors    For New Patients   Back  For New Patients    New Patient Registration Forms      Back    Patient Portal Login   Back  Patient Portal Login    Back    Advance Care Planning   Back  Advance Care Planning    Advance Care Planning FAQs      Advance Directives      Back    Notice of Nondiscrimination   Back  Notice of Nondiscrimination    Back    Appointment Check-in   Back  Appointment Check-in    Back    Same Day | Next Day Care   Back  Same Day | Next Day Care    Back    Schedule of Fees   Back  Schedule of Fees    Back    Telehealth   Back  Telehealth    Back    Medical Record Requests   Back  Medical Record Requests    Back    Your Rights & Protections Against Surprise Medical Bills   Back  Your Rights & Protections Against Surprise Medical Bills    Back          Locations  Locations      Locations        Affiliates of Exeter Health Resources   Search     Search for:                     Laboratory Services          Core Physicians   Other Services         Lab Core Physicians offers a wide range of on site lab services for blood work, specimen collection and testing.",,,,3833,,,ChIJZZkZlOju4okRjyInzxc-xsw,,ASCP Certified,,,Pediatric,False,False,,,English
